Dist Code,Year,Dist Name,avg_preci
175,2014,Sangrur,53.65181818181818
175,2015,Sangrur,56.069090909090896
176,2000,Patiala,53.42818181818182
176,2001,Patiala,48.08181818181819
176,2002,Patiala,44.74545454545454
176,2003,Patiala,69.16181818181819
176,2004,Patiala,39.57454545454545
176,2005,Patiala,59.88545454545454
176,2006,Patiala,80.22818181818181
176,2007,Patiala,52.278181818181814
176,2008,Patiala,64.77636363636363
176,2009,Patiala,44.63272727272727
176,2010,Patiala,67.22909090909091
176,2011,Patiala,73.34636363636365
176,2012,Patiala,69.61090909090909
176,2013,Patiala,67.96000000000001
176,2014,Patiala,61.85363636363636
176,2015,Patiala,68.05909090909091
